2025-04-05 12:40:53,316:INFO:Step 0: Current Position = (0.07346, 0.08894, 0.12046), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.120889
2025-04-05 12:43:41,411:INFO:Step 13: Current Position = (0.16784, 0.16103, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.004800
2025-04-05 12:43:41,427:INFO:Step 14: Current Position = (0.16782, 0.16183, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.004003
2025-04-05 12:43:41,444:INFO:Step 15: Current Position = (0.16780, 0.16251, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.003324
2025-04-05 12:43:41,459:INFO:Step 16: Current Position = (0.16779, 0.16307, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.002763
2025-04-05 12:43:41,476:INFO:Step 17: Current Position = (0.16778, 0.16353, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.002304
2025-04-05 12:43:41,490:INFO:Step 18: Current Position = (0.16777, 0.16392, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.001913
2025-04-05 12:43:41,505:INFO:Step 19: Current Position = (0.16776, 0.16424, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.001590
2025-04-05 12:43:41,521:INFO:Step 20: Current Position = (0.16775, 0.16450, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.001326
2025-04-05 12:43:41,537:INFO:Step 21: Current Position = (0.16775, 0.16473, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.001101
2025-04-05 12:43:41,552:INFO:Step 22: Current Position = (0.16774, 0.16491, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.000917
2025-04-05 12:43:41,568:INFO:Step 23: Current Position = (0.16774, 0.16507, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.000762
2025-04-05 12:43:41,583:INFO:Step 24: Current Position = (0.16774, 0.16520, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.000633
2025-04-05 12:43:41,600:INFO:Step 25: Current Position = (0.16773, 0.16530, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.000527
2025-04-05 12:43:41,614:INFO:Step 26: Current Position = (0.16773, 0.16539, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 1, Distance = 0.000438
2025-04-05 12:43:41,799:INFO:Step 0: Current Position = (0.16819, 0.16595, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.032351
2025-04-05 12:43:41,814:INFO:Step 1: Current Position = (0.16858, 0.16707, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.031210
2025-04-05 12:43:41,829:INFO:Step 2: Current Position = (0.16891, 0.16874, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.029519
2025-04-05 12:43:41,844:INFO:Step 3: Current Position = (0.16919, 0.17082, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.027425
2025-04-05 12:43:41,860:INFO:Step 4: Current Position = (0.16942, 0.17290, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.025332
2025-04-05 12:43:41,875:INFO:Step 5: Current Position = (0.16962, 0.17499, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.023242
2025-04-05 12:43:41,891:INFO:Step 6: Current Position = (0.16978, 0.17707, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.021153
2025-04-05 12:43:41,908:INFO:Step 7: Current Position = (0.16992, 0.17915, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.019066
2025-04-05 12:43:41,923:INFO:Step 8: Current Position = (0.17004, 0.18124, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.016979
2025-04-05 12:43:41,939:INFO:Step 9: Current Position = (0.17014, 0.18332, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.014894
2025-04-05 12:43:41,955:INFO:Step 10: Current Position = (0.17022, 0.18541, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.012809
2025-04-05 12:43:41,970:INFO:Step 11: Current Position = (0.17029, 0.18749, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.010724
2025-04-05 12:43:41,986:INFO:Step 12: Current Position = (0.17035, 0.18932, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.008897
2025-04-05 12:43:42,002:INFO:Step 13: Current Position = (0.17040, 0.19081, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.007399
2025-04-05 12:43:42,018:INFO:Step 14: Current Position = (0.17044, 0.19204, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.006169
2025-04-05 12:43:42,033:INFO:Step 15: Current Position = (0.17047, 0.19309, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.005123
2025-04-05 12:43:42,048:INFO:Step 16: Current Position = (0.17050, 0.19394, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.004273
2025-04-05 12:43:42,065:INFO:Step 17: Current Position = (0.17053, 0.19466, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.003548
2025-04-05 12:43:42,079:INFO:Step 18: Current Position = (0.17055, 0.19526, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.002949
2025-04-05 12:43:42,095:INFO:Step 19: Current Position = (0.17057, 0.19575, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.002458
2025-04-05 12:43:42,110:INFO:Step 20: Current Position = (0.17058, 0.19617, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.002041
2025-04-05 12:43:42,126:INFO:Step 21: Current Position = (0.17059, 0.19651, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.001696
2025-04-05 12:43:42,142:INFO:Step 22: Current Position = (0.17060, 0.19679, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.001414
2025-04-05 12:43:42,158:INFO:Step 23: Current Position = (0.17061, 0.19703, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.001174
2025-04-05 12:43:42,173:INFO:Step 24: Current Position = (0.17062, 0.19723, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.000978
2025-04-05 12:43:42,189:INFO:Step 25: Current Position = (0.17063, 0.19739, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.000812
2025-04-05 12:43:42,205:INFO:Step 26: Current Position = (0.17063, 0.19753, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.000675
2025-04-05 12:43:42,222:INFO:Step 27: Current Position = (0.17064, 0.19764, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0, Distance = 0.000562
2025-04-05 12:43:42,237:INFO:Step 28: Current Position = (0.17064, 0.19774, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 1, Distance = 0.000466
